,file_path,label,label_id
0,/kaggle/input/datasets/puneet6060/intel-image-classification/seg_train/seg_train/buildings/2193.jpg,buildings,0
1,/kaggle/input/datasets/puneet6060/intel-image-classification/seg_train/seg_train/buildings/11378.jpg,buildings,0
2,/kaggle/input/datasets/puneet6060/intel-image-classification/seg_train/seg_train/buildings/10730.jpg,buildings,0
3,/kaggle/input/datasets/puneet6060/intel-image-classification/seg_train/seg_train/buildings/17338.jpg,buildings,0
4,/kaggle/input/datasets/puneet6060/intel-image-classification/seg_train/seg_train/buildings/16730.jpg,buildings,0
5,/kaggle/input/datasets/puneet6060/intel-image-classification/seg_train/seg_train/buildings/10924.jpg,buildings,0
6,/kaggle/input/datasets/puneet6060/intel-image-classification/seg_train/seg_train/buildings/15653.jpg,buildings,0
7,/kaggle/input/datasets/puneet6060/intel-image-classification/seg_train/seg_train/buildings/19674.jpg,buildings,0
8,/kaggle/input/datasets/puneet6060/intel-image-classification/seg_train/seg_train/buildings/1786.jpg,buildings,0
9,/kaggle/input/datasets/puneet6060/intel-image-classification/seg_train/seg_train/buildings/7222.jpg,buildings,0
10,/kaggle/input/datasets/puneet6060/intel-image-classification/seg_train/seg_train/buildings/19901.jpg,buildings,0
11,/kaggle/input/datasets/puneet6060/intel-image-classification/seg_train/seg_train/buildings/8623.jpg,buildings,0
12,/kaggle/input/datasets/puneet6060/intel-image-classification/seg_train/seg_train/buildings/12551.jpg,buildings,0
13,/kaggle/input/datasets/puneet6060/intel-image-classification/seg_train/seg_train/buildings/2936.jpg,buildings,0
14,/kaggle/input/datasets/puneet6060/intel-image-classification/seg_train/seg_train/buildings/8914.jpg,buildings,0
15,/kaggle/input/datasets/puneet6060/intel-image-classification/seg_train/seg_train/buildings/18672.jpg,buildings,0
16,/kaggle/input/datasets/puneet6060/intel-image-classification/seg_train/seg_train/buildings/1501.jpg,buildings,0
17,/kaggle/input/datasets/puneet6060/intel-image-classification/seg_train/seg_train/buildings/11855.jpg,buildings,0
18,/kaggle/input/datasets/puneet6060/intel-image-classification/seg_train/seg_train/buildings/5477.jpg,buildings,0
19,/kaggle/input/datasets/puneet6060/intel-image-classification/seg_train/seg_train/buildings/8342.jpg,buildings,0
20,/kaggle/input/datasets/puneet6060/intel-image-classification/seg_train/seg_train/buildings/7544.jpg,buildings,0
21,/kaggle/input/datasets/puneet6060/intel-image-classification/seg_train/seg_train/buildings/4398.jpg,buildings,0
22,/kaggle/input/datasets/puneet6060/intel-image-classification/seg_train/seg_train/buildings/19407.jpg,buildings,0
23,/kaggle/input/datasets/puneet6060/intel-image-classification/seg_train/seg_train/buildings/18335.jpg,buildings,0
24,/kaggle/input/datasets/puneet6060/intel-image-classification/seg_train/seg_train/buildings/15030.jpg,buildings,0
25,/kaggle/input/datasets/puneet6060/intel-image-classification/seg_train/seg_train/buildings/13377.jpg,buildings,0
